title,date,content,link
เซี่ยงไฮ้จะให้นักเรียนกลับไปเรียนในโรงเรียนเดือนหน้า,26/05/2565,"เซี่ยงไฮ้ 26 พ.ค. – นครเซี่ยงไฮ้ของจีนจะให้นักเรียนบางส่วนกลับไปเรียนในโรงเรียนได้อีกครั้งหลังสั่งปิดโรงเรียนมาเป็นเวลา 3 เดือน เนื่องจากการระบาดของโรคโควิด-19 ขณะที่นายกรัฐมนตรีหลี่ เค่อเฉียง ของจีน เผยว่า เศรษฐกิจจีนกำลังตกอยู่ในภาวะย่ำแย่กว่าปี 2563 ซึ่งเป็นปีที่พบการระบาดครั้งแรกในประเทศคณะกรรมการการศึกษาของนครเซี่ยงไฮ้ ซึ่งเป็นเมืองศูนย์กลางทางการเงินของจีน ระบุวันนี้ว่า นครเซี่ยงไฮ้จะอนุญาตให้นักเรียนระดับมัธยมศึกษากลับไปเรียนในโรงเรียนได้ตั้งแต่วันที่ 6-13 มิถุนายน ส่วนนักเรียนระดับชั้นอื่น ๆ จะยังคงเรียนหนังสือผ่านระบบออนไลน์จากที่บ้านต่อไปจนจบภาคการศึกษานี้ ประกาศดังกล่าวถือเป็นครั้งแรกที่นักเรียนในนครเซี่ยงไฮ้จะได้กลับไปเรียนในโรงเรียนอีกครั้งนับตั้งแต่ทางการท้องถิ่นสั่งปิดการสอนในโรงเรียนตั้งแต่วันที่ 12 มีนาคม นอกจากนี้ ทางการนครเซี่ยงไฮ้ยังรายงานพบผู้ป่วยติดเชื้อรายใหม่ 338 คนเมื่อวันพุธ ลดลงจากวันอังคารที่มี 387 คน และไม่พบผู้ป่วยติดเชื้อรายใหม่นอกเขตควบคุมโรคนายกรัฐมนตรีหลี่ เค่อเฉียง ของจีน เผยเมื่อวันพุธว่า เศรษฐกิจจีนกำลังตกอยู่ในภาวะย่ำแย่กว่าปี 2563 ซึ่งเป็นปีที่พบการระบาดครั้งแรก และเรียกร้องให้พยายามลดอัตราว่างงานที่พุ่งสูงขึ้น ขณะที่ทางการกรุงปักกิ่งรายงานว่า พบผู้ป่วยโควิดรายใหม่ 45 คนเมื่อวันพุธ ลดลงจากวันอังคารที่มี 47 คน อย่างไรก็ดี แม้กรุงปักกิ่งพบตัวเลขผู้ป่วยติดเชื้อโควิดน้อยกว่านครเซี่ยงไฮ้ แต่คณะกรรมการการศึกษาของกรุงปักกิ่งยังคงไม่อนุญาตให้นักเรียนกลับไปเรียนในโรงเรียนได้ เนื่องจากการระบาดของโรคโควิด ทั้งนี้ ข้อมูลขององค์การอนามัยโลกระบุว่า จีนมียอดผู้ป่วยติดเชื้อสะสมกว่า 2.45 ล้านคน และผู้เสียชีวิตกว่า 16,000 คน.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมArnat Sakdaronnarongกรุงปักกิ่งนักเรียนเซี่ยงไฮ้เปิดโรงเรียนโควิดจีนข่าวที่เกี่ยวข้องญี่ปุ่นเตรียมดำเนินคดีสมาชิกแก๊งสแกมเมอร์นักเรียนญี่ปุ่นถูกล่อลวงไปทำงานแก๊งคอลเซ็นเตอร์ในเมียนมาเกาหลีใต้จะหารือมาตรการป้องกันหลังเหตุเกิดครูแทงเด็กเทสลาเดินเครื่องโรงงาน ‘เมกะแพ็ก’ ในเซี่ยงไฮ้นายกฯ​ ยกคณะเยือนจีน หารือความร่วมมือรอบด้าน",https://tna.mcot.net/world-949182
รัสเซียยกระดับการโจมตีในดอนบาส,25/05/2565,ยูเครน 25 พ.ค. – รัสเซียระดมกำลังบุกพื้นที่ตะวันออกของยูเครนอย่างหนักที่สุด และยึดไปได้หลายเมืองไปในช่วงไม่กี่วันที่ผ่านมากระทรวงกลาโหมของยูเครน ออกแถลงว่า ขณะนี้รัสเซียได้ยกระดับการโจมตีรุกไล่อย่างหนักหน่วงมากในภูมิภาคดอนบาส ทางตะวันออกของประเทศ ขณะนี้รัสเซียได้ยึดครองพื้นที่ส่วนใหญ่ในดอนบาสแล้ว แต่ยังมีเมืองใหญ่ๆหลายเมืองที่ยังไม่สามารถบุกเข้ายึดได้ จึงได้ระดมสรรพกำลังเข้าโจมตีหนักยิ่งกว่าในช่วงที่เริ่มต้นสงครามเมื่อสามเดือนก่อน แล้วสามารถเข้ายึดครองเมืองต่างๆได้เพิ่มขึ้น ในช่วง 1 วันที่ผ่านมายึดไปได้อย่างน้อย 3 เมืองทางการท้องถิ่นในพื้นที่ต่างรายงานสถานการณ์ว่า เลวร้ายยิ่งขึ้น ที่เมืองบาคมุท ที่ถูกโจมตีทางอากาศอย่างรุนแรงต่อเนื่องมานับสัปดาห์ ชาวบ้านกล่าวว่า ในเมืองนี้ไม่มีทหารประจำการเลยแต่รัสเซียกลับยิงปืนใหญ่และทิ้งระเบิดใส่ ทำให้บ้านเรือน และ โรงเรียนต้องเสียหาย ประชาชนในเมืองต่างๆ ที่เริ่มถูกโจมตี พยายามที่จะหลบหนีออกจากพื้นที่ แม้ว่าทางการจะเตือนว่าการอพยพออกจากบางเมืองนั้นอาจเป็นอันตรายมากกว่า แต่ชาวบ้านบางส่วนทนไม่ไหวที่ต้องเสี่ยงภัย เพราะมีการยิงปืนใหญ่ถล่มใส่ แม้ในกลางคืนจนไม่สามารถนอนหลับได้จากการประเมินของนักวิเคราะห์นั้น รัสเซียต้องการยึดครองภูมิภาคดอนบาส ซึ่งเป็นดินแดนที่กบฏฝักใฝ่รัสเซียสู้รบกับรัฐบาลเพื่อแบ่งแยกดินแดนมากว่า 8 ปี และเป็นพื้นที่อุตสาหกรรมสำคัญของประเทศ ที่มีทั้งเหมืองถ่านหินและโรงงานอุตสาหกรรมมากมาย ในขณะที่รัฐบาลยูเครน เชื่อว่ามีทหารยูเครนต้องเสียชีวิตไปสูงถึง 100 คนต่อวัน หลายพื้นที่ถูกโจมตีแบบทำลายล้าง .-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมChanakarn Rojnarakรัสเซียยูเครนสงครามยูเครนโจมตีดอนบาสข่าวที่เกี่ยวข้อง3 ปีสงครามยูเครน พรากชีวิตและความสุขประชุมสันติภาพยูเครนปิดฉาก แต่ไร้แถลงการณ์รัสเซียยึดกิจการของ “ดานอน” และ “คาร์ลสเบิร์ก”โฆษกรัฐบาลรัสเซีย ยันแวกเนอร์ไม่กระทบสงครามยูเครนรวบลุงแสบตุ๋นลงทุนน้ำมันราคาถูก อ้างเหตุรัสเซียยูเครน,https://tna.mcot.net/world-948870
สงครามยูเครน : กรุงเคียฟรำลึก 3 เดือนของสงคราม,24/05/2565,ยูเครน 24 พ.ค. – สงครามยูเครนครบ 3 เดือนเต็มแล้วในวันนี้ แม้จะลากยาวมานานเกินคาดการณ์ไว้ แต่ยังไม่มีวี่แววจบลง ผู้คนยังต้องล้มตาย สภาพชีวิตของประเทศคู่สงครามและทั้งโลกต้องบอบช้ำไปหมด นอกจากนั้นยังกรณีน่าสนใจที่นักการทูตรัสเซียลาออกเพื่อประท้วงการทำสงคราม.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมNujareeกรุงเคียฟรัสเซียรำลึก 3 เดือนสงครามสงครามยูเครนข่าวที่เกี่ยวข้องยูเครนย้ำพร้อมลงนามสินแร่หายากกับสหรัฐผู้นำเมียนมาไปพบ “ปูติน” ที่รัสเซียรัสเซียยิงจรวดเพื่อปฏิบัติการทางกลาโหม“ทรัมป์” ว่าผู้นำยูเครนดูไม่เหมือนคนที่ต้องการสันติภาพ“ทรัมป์-เซเลนสกี” ปะทะคารมเดือดระหว่างหารือที่ทำเนียบขาว,https://tna.mcot.net/world-948197
สงครามยูเครน : รัสเซียระดมกำลังรุกหนักดอนบาส,23/05/2565,ยูเครน 23 พ.ค. –สงครามยูเครนจะครบ 3 เดือนเต็ม ในวันพรุ่งนี้ (24 พ.ค.) แล้ว รัสเซียระดมกำลัง พุ่งเป้าบุกภูมิภาคดอนบาสเพื่อยึดครองให้ได้ โดยได้เปิดเผยผลงานและยกระดับการรบ ขณะที่บางพื้นที่ของยูเครนเริ่มเข้าสู่การฟื้นฟูบูรณะแล้ว.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมChanakarn Rojnarakดอนบาสยูเครนรัสเซียสงครามยูเครนข่าวที่เกี่ยวข้องยูเครนย้ำพร้อมลงนามสินแร่หายากกับสหรัฐผู้นำเมียนมาไปพบ “ปูติน” ที่รัสเซีย“ทรัมป์”  ระงับความช่วยเหลือทางทหารทั้งหมดที่ให้ยูเครนรัสเซียยิงจรวดเพื่อปฏิบัติการทางกลาโหมยุโรปผนึกกำลังช่วยเหลือยูเครน หลังเผชิญหน้าทรัมป์,https://tna.mcot.net/world-947314
VOA ส่งตรงจากสหรัฐ : นโยบาย “โควิดเป็นศูนย์” ของจีน กระทบประเทศส่งออกผลไม้,22/05/2565,"สหรัฐ 22 พ.ค. – นโยบายการควบคุมการระบาดของโควิดให้เป็นศูนย์ หรือ Zero COVID ของจีน ได้ส่งผลกระทบต่อระบบห่วงโซ่อุปทานด้านการเกษตรในหลายประเทศในแถบเอเชียตะวันออกเฉียงใต้ ในช่วงหลายเดือนที่ผ่านมา โดยเฉพาะประเทศส่งออกผลไม้อย่างไทย เวียดนาม และกัมพูชา คุณคมสัน ศรีธนวิบุญชัย ผู้สื่อข่าววีโอเอไทย ส่งรายงานมาจากสหรัฐ.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมNujareeVOAจีนนโยบายประเทศส่งออกผลไม้สหรัฐโควิดเป็นศูนย์ข่าวที่เกี่ยวข้องหลากประเด็นน่าจับตาใน ‘ประชุมสองสภา’ ของจีนกระแส “ดีพซีค” สะท้อนเทคโนโลยีจีนครอบคลุมทั่วถึงจีนคุมเข้มความปลอดภัยก่อน “การประชุมสองสภา”สำรวจสินค้าเกษตรสหรัฐที่จีนจะขึ้นภาษีตอบโต้“นาจา 2” กวาดรายได้ทะลุ 2,000 ล้านดอลลาร์",https://tna.mcot.net/world-946562
เกาหลีเหนืออ้างคุมไข้ระบาดได้แล้ว,21/05/2565,"เกาหลีเหนือ 21 พ.ค.- หนังสือพิมพ์โรดอง ซินมุน ของเกาหลีเหนือ รายงานว่า คิม จอง อึน ผู้นำเกาหลีเหนือเผยต่อที่ประชุมโปลิตบูโรว่า ทางการเริ่มคุมการระบาดของสิ่งที่เกาหลีเหนือ เรียกว่า “ไข้” ได้แล้ว ผู้เสียชีวิตลดลง ขณะที่สื่ออกีสำนักรายงานยอดติดเชื้อใหม่กว่า 2 เเสนคนหนังสือพิมพ์โรดอง ซินมุน ของพรรคแรงงานเกาหลีเหนือ รายงานว่า เจ้าหน้าที่เกาหลีเหนือที่ร่วมประชุมคณะกรมการเมือง หรือ โปลิตบูโร เมื่อวันเสาร์ที่มี นายคิม จอง อึน ผู้นำเกาหลีเหนือร่วมด้วย สรุปต่อที่ประชุมว่าทางการเริ่มควบคุมการระบาดของสิ่งที่เกาหลีเหนือ เรียกว่า “ไข้” ได้แล้ว ผู้รักษาหายดีมีเพิ่มขึ้น ผู้เสียชีวิตก็ลดลง แม้สื่ออีกสำนักคือ สำนักข่าวกลางเกาหลี หรือ เคซีเอ็นเอ รายงานยอดผู้ติดเชื้อไข้รายใหม่กว่า 219,000 คน ยอดผู้เป็นไข้สะสมตั้งแต่ปลายเดือนเมษายน อยู่ที่ 2,460,000 กว่าคนFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมMyMynt chubby Girl 🍒คิม จองอึนอ้างคุมการระบาดเกาหลีเหนือข่าวที่เกี่ยวข้องน้องสาวผู้นำเกาหลีเหนือกล่าวหารัฐบาลทรัมป์ว่าเพิ่มระดับการยั่วยุคาด “ภูเขาแพ็กตู” ฝั่งเกาหลีเหนือ จะได้เป็นอุทยานธรณีโลกผู้นำเกาหลีเหนือสั่งการให้เตรียมพร้อมด้านนิวเคลียร์เผยเกาหลีเหนือส่งทหารเพิ่มเติมไปรัสเซียเกาหลีเหนือว่าการยั่วยุทางทหารของสหรัฐเพิ่มขึ้นในยุค “ทรัมป์”",https://tna.mcot.net/world-945865
สงครามยูเครน : เปิดคดีแรกเอาผิดอาชญากรสงคราม,20/05/2565,ยูเครน 20 พ.ค. – สงครามยูเครนผ่านมาจะครบ 3 เดือนเต็มแล้ว มีข้อกล่าวหาอาชญากรรมสงครามมากมายจากทั้งสองฝ่าย จนขณะนี้มีคดีแรกที่ยูเครนได้นำเข้าสู่การพิจารณาคดีของศาล ทหารรัสเซียที่เป็นจำเลยได้สารภาพผิด และคาดว่าจะเดินหน้านำจำเลยขึ้นศาลอีกหลายคน. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanทหารรัสเซียยูเครนรัสเซียสงครามยูเครนอาชญากรสงครามข่าวที่เกี่ยวข้องยูเครนย้ำพร้อมลงนามสินแร่หายากกับสหรัฐผู้นำเมียนมาไปพบ “ปูติน” ที่รัสเซีย“ทรัมป์”  ระงับความช่วยเหลือทางทหารทั้งหมดที่ให้ยูเครนรัสเซียยิงจรวดเพื่อปฏิบัติการทางกลาโหมยุโรปผนึกกำลังช่วยเหลือยูเครน หลังเผชิญหน้าทรัมป์,https://tna.mcot.net/world-945522
สงครามยูเครน : ชะตากรรมกองพันอาซอฟยังคลุมเครือ,19/05/2565,ยูเครน 19 พ.ค. – หลังจากทหารยูเครนยอมถอยออกจากที่มั่นสุดท้ายในเมืองมาริอูโพล ตั้งแต่วันจันทร์ ขณะนี้ยังไม่แน่ชัดว่า ชะตากรรมของทหารหลายร้อยคนจะเป็นอย่างไร เพราะขณะที่ยูเครนแจ้งว่าจะมีการแลกเปลี่ยนเชลยกัน แต่ฝ่ายต่างๆ ในรัสเซียเดินหน้าเพื่อดำเนินคดีลงโทษทหารเหล่านี้ โดยกล่าวหาว่าเป็นกลุ่มนาซี. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanกองพันอาซอฟทหารยูเครนยูเครนรัสเซียสงครามยูเครนข่าวที่เกี่ยวข้องยูเครนย้ำพร้อมลงนามสินแร่หายากกับสหรัฐ“ทรัมป์”  ระงับความช่วยเหลือทางทหารทั้งหมดที่ให้ยูเครนยุโรปผนึกกำลังช่วยเหลือยูเครน หลังเผชิญหน้าทรัมป์อังกฤษต้อนรับผู้นำยูเครนอย่างอบอุ่น“ทรัมป์” ว่าผู้นำยูเครนดูไม่เหมือนคนที่ต้องการสันติภาพ,https://tna.mcot.net/world-944954
รัสเซียจะใช้รูเบิลจ่ายหนี้พันธบัตรรัฐบาล,18/05/2565,"มอสโก 18 พ.ค.- รัสเซียจะชำระหนี้พันธบัตรรัฐบาลให้แก่เจ้าหนี้ต่างชาติเป็นสกุลเงินรูเบิลของรัสเซีย หากสหรัฐขัดขวางการชำระด้วยวิธีอื่น และจะไม่ประกาศผิดนัดชำระหนี้นายอันตอน ซิลวานอฟ รัฐมนตรีคลังรัสเซียกล่าวในการสัมมนาแห่งหนึ่งว่า รัสเซียจะไม่ประกาศผิดนัดชำระหนี้เพราะมีเงินที่จะชำระ และจะเลือกชำระหนี้เจ้าหนี้ต่างชาติเป็นเงินรูเบิลเป็นทางเลือกสุดท้าย หากชาติตะวันตกทำให้รัสเซียไม่สามารถชำระหนี้ผ่านโครงสร้างทางการเงินของตะวันตกนายซิลวานอฟกล่าวเรื่องนี้หลังจากเจ้าหน้าที่รัฐบาลสหรัฐเผยว่า ทางการกำลังคิดขัดขวางไม่ให้รัสเซียสามารถชำระหนี้พันธบัตรรัฐบาลแก่เจ้าหนี้ในสหรัฐ เพื่อเพิ่มแรงกดดันทางการเงิน ด้วยการไม่ต่ออายุข้อยกเว้นที่สำนักงานควบคุมทรัพย์สินต่างชาติ กระทรวงคลังสหรัฐประกาศเมื่อวันที่ 2 มีนาคม และจะหมดอายุในวันที่ 25 พฤษภาคม เป็นข้อยกเว้นที่เปิดทางให้รัสเซียสามารถชำระหนี้แก่ผู้ถือพันธบัตรในต่างประเทศ แม้ว่าชาติตะวันตกห้ามการทำธุรกรรมกับกระทรวงคลัง ธนาคารกลาง และกองทุนความมั่นคั่งแห่งชาติของรัสเซียเพื่อคว่ำบาตรรัสเซียที่รุกรานยูเครนก็ตาม อย่างไรก็ดี หากรัฐบาลสหรัฐไม่ต่ออายุข้อยกเว้นก็จะทำให้ชาวอเมริกันที่เป็นเจ้าหนี้พันธบัตรรัสเซียไม่ได้รับการชำระหนี้รัสเซียมีหนี้พันธบัตรรัฐบาลที่ต้องชำระทั้งหมด 40,000 ล้านดอลลาร์สหรัฐ (ราว 1.38 ล้านล้านบาท) โดยต้องชำระเกือบ 2,000 ล้านดอลลาร์สหรัฐ (ราว 69,265 ล้านบาท) ภายในสิ้นปีนี้ อย่างไรก็ดี รัสเซียไม่เคยผิดนัดชำระหนี้เลยนับตั้งแต่การปฏิวัติรัสเซียในปี 2460.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeชำระหนี้ต่างชาติผิดนัดพันธบัตรรัสเซียรูเบิลเจ้าหนี้ข่าวที่เกี่ยวข้องเปิดใจชายเอธิโอเปียที่ถูกส่งจากเมียนมามาไทยกทม.เตรียมชำระหนี้ BTS กว่า 14,000 ล้านบาท หลังสภา กทม.มีมติเห็นชอบนักท่องเที่ยวเสียชีวิตจากเหล้าปนเปื้อนใน สปป ลาวป.ป.ส. รวบ 3 นักค้ายาเสพติดต่างชาติ ที่สนามบินสุวรรณภูมิ“ทรัมป์” เสนอมาตรการจูงใจต่างชาติย้ายมาลงทุนในสหรัฐ",https://tna.mcot.net/world-944118
สงครามยูเครน : ยูเครนส่งสัญญาณยอมเสียมาริอูโพล,17/05/2565,ยูเครน 17 พ.ค. – ยูเครนส่งสัญญาณยอมเสียที่มั่นสุดท้ายในเมืองมาริอูโพล จุดปะทะดุเดือดที่สุดในสงคราม ด้วยการให้อพยพทหารบาดเจ็บที่อยู่ภายในโรงงานอาซอฟทัล ให้ไปอยู่ในการควบคุมของรัสเซีย. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanมาริอูโพลยูเครนรัสเซียสงครามยูเครนข่าวที่เกี่ยวข้องยูเครนย้ำพร้อมลงนามสินแร่หายากกับสหรัฐผู้นำเมียนมาไปพบ “ปูติน” ที่รัสเซีย“ทรัมป์”  ระงับความช่วยเหลือทางทหารทั้งหมดที่ให้ยูเครนรัสเซียยิงจรวดเพื่อปฏิบัติการทางกลาโหมยุโรปผนึกกำลังช่วยเหลือยูเครน หลังเผชิญหน้าทรัมป์,https://tna.mcot.net/world-943561
