title,date,content,link
นายกฯ หญิงอิตาลีประกาศเลิกคู่ครองผ่านโซเชียล,21/10/2566,โรม 21 ต.ค.- นายกรัฐมนตรีจอร์เจีย เมโลนีของอิตาลีประกาศเลิกรากับคู่ครองผ่านทางสื่อสังคมออนไลน์ หลังจากเขาแสดงความเห็นลามกในรายการโทรทัศน์นายกรัฐมนตรีเมโลนี วัย 46 ปี ประกาศทางสื่อสังคมออนไลน์เมื่อวันศุกร์ตามเวลาท้องถิ่นว่า ความสัมพันธ์ของเธอกับนายอันเดรีย จัมบรูโนที่ดำเนินมาเกือบ 10 ปี ได้ยุติลงแล้ว ขอขอบคุณเขาที่ได้ใช้เวลายอดเยี่ยมร่วมกันมาหลายปี ผ่านพ้นปัญหามาด้วยกัน และให้สิ่งสำคัญที่สุดในชีวิตของเธอ นั่นคือจีเนวรา บุตรสาววัย 7 ขวบผู้นำอิตาลีประกาศเรื่องนี้ 2 วันหลังจากนายจัมบรูโน วัย 42 ปี ที่ใช้ชีวิตคู่กับเธอโดยไม่ได้แต่งงานกัน แสดงความเห็นลามกและจับของสงวนของตนเองขณะชวนพิธีกรร่วมที่เป็นสตรีคุยเรื่องเพศในช่วงพักโฆษณา ซึ่งยังมีการถ่ายทอดสดทางสื่อสังคมออนไลน์และเว็บไซต์ของรายการ เขาแถลงผ่านตัวแทนในวันศุกร์ว่า ได้ตกลงกับบริษัทผู้ผลิตรายการว่าจะพักการทำหน้าที่พิธีกรหลังเกิดเหตุดังกล่าว.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeคู่ครองประกาศเลิกรายการโทรทัศน์ลามกสื่อสังคมออนไลน์อิตาลีข่าวที่เกี่ยวข้องจับโปรแกรมเมอร์-นักการตลาดเว็บไซต์ ละเมิดลิขสิทธิ์รายการโทรทัศน์จีนเดินหน้าขยายมาตรการคุมเข้มอุตสาหกรรมบันเทิง“เก๋” ประกาศ เลิก “แหลม ศรีสะเกษ”แนะนำสถานที่ขอพรหาคู่มติ ครม.ให้จัดงานมหรสพได้ 9 รูปแบบ หลัง 14 พ.ย.เป็นต้นไป,https://tna.mcot.net/world-1259470
สงครามตะวันออกกลางชี้ชัด โลกกำลังขาดมนุษยธรรม,20/10/2566,ฉนวนกาซา 20 ต.ค. – ผลจากการสู้รบระหว่างอิสราเอลกับกลุ่มฮามาส ทำให้เกิดวิกฤติด้านมนุษยธรรมอย่างรุนแรงขึ้นในฉนวนกาซา ขณะที่ความช่วยเหลือยังเข้าไปไม่ถึงชาวปาเลสไตน์ สงครามตะวันออกกลางครั้งนี้ชี้ให้เห็นว่า โลกกำลังขาดมนุษยธรรม. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanฉนวนกาซาตะวันออกกลางปาเลสไตน์มนุษยธรรมสงครามอิสราเอลฮามาสข่าวที่เกี่ยวข้องผู้กำกับสารคดียอดเยี่ยมที่คว้าออสการ์ วอนยุติสงครามกาซากาซาในฝันของ “ทรัมป์”ฮามาสจะไม่เจรจาถ้าอิสราเอลไม่ปล่อยนักโทษอิสราเอลชะลอปล่อยปาเลสไตน์ 620 คนรมว.ต่างประเทศสหรัฐ เยือนตะวันออกกลางครั้งแรก,https://tna.mcot.net/world-1259184
“ไบเดน” เจองานยาก,19/10/2566,อิสราเอล 19 ต.ค. – การเยือนอิสราเอลของนายโจ ไบเดน ทำให้การหาทางออกให้กับปัญหาตะวันออกกลาง ยิ่งยากขึ้นไปอีก เพราะแสดงถึงการเลือกข้างอย่างชัดเจน ขณะที่ผู้นำสหรัฐเองก็ลำบากใจ เพราะอยากช่วยทั้งสองฝ่าย แต่ก็ทำได้ไม่เต็มที่. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanตะวันออกกลางอิสราเอลไบเดนข่าวที่เกี่ยวข้องผู้กำกับสารคดียอดเยี่ยมที่คว้าออสการ์ วอนยุติสงครามกาซาอิสราเอลปิดกั้นความช่วยเหลือทั้งหมดไม่ให้เข้ากาซาฮามาสคืนร่างตัวประกันอิสราเอลอิสราเอลจัดพิธีศพตัวประกัน 3 แม่ลูกฮามาสจะไม่เจรจาถ้าอิสราเอลไม่ปล่อยนักโทษ,https://tna.mcot.net/world-1258616
“จิฮัด” แพะรับบาปถล่มโรงพยาบาลในกาซา คือใคร?,18/10/2566,ปาเลสไตน์ 18 ต.ค. –ท่ามกลางเหตุช็อกความรู้สึกชาวโลก โรงพยาบาลในฉนวนกาซา ดินแดนของปาเลสไตน์ ถูกบอมบ์ถล่ม ชื่อของ “จิฮัด” กลายเป็นผู้เล่นใหม่ที่อิสราเอลกล่าวอ้าง “จิฮัด” คือใคร อยู่ฝ่ายไหน ไปทำความรู้จักกันเหตุระเบิดถล่มโรงพยาบาล Al-Ahli Arab ในฉนวนกาซา เป็นเรื่องกระชากหัวใจชาวโลกอย่างที่สุด และยากจะยอมรับได้ เพราะถือเป็นการกระทำป่าเถื่อน ไร้มนุษยธรรม ท่ามกลางการปฏิเสธเป็นพัลวันของฝ่ายศัตรูคู่อริ ไม่ว่าจะเป็นอิสราเอล หรือปาเลสไตน์ ชื่อของ “จิฮัด” ก็เหมือนผีที่ถูกปลุกให้ฟื้นคืนชีพอีกครั้ง ด้วยคำกล่าวหาของอิสราเอลว่า จิฮัดเป็นฝ่ายยิงขีปนาวุธพลาดเป้ามาตกในโรงพยาบาล ซึ่งเป็นสถานพักพิงของชาวปาเลสไตน์หลายพันคนกลุ่มอิสลามิกจิฮัด ก็คือ กลุ่มติดอาวุธอีกกลุ่มหนึ่ง ซึ่งมีแหล่งซ่องสุมในปาเลสไตน์ ก่อตั้งขึ้นเมื่อปี 2524 โดย Fathi Shaqaqi หมอชาวปาเลสไตน์ ผู้ได้รับแรงบันดาลใจจากการปฏิวัติอิสลามในอิหร่าน และนักคิดนักเขียนชาวอียิปต์หมอ Shaqaai เชื่อมั่นว่า หนทางที่จะทำให้ปาเลสไตน์หลุดพ้นจากการยึดครองของอิสราเอล มีเพียงทางเดียวเท่านั้น คือ ต้องสู้ด้วยกองกำลัง และสร้างสังคมอิสลาม โดยตั้งบนพื้นฐานของกฎหมายชารีอะห์ นอกจากนี้ หมอ Shaqaai ยังไม่คิดยอมความเจรจากับฝ่ายอิสราเอลอีกด้วยแต่ความพยายามของหมอ Shaqaai ยังไม่ทันได้ไปถึงฝั่งฝัน เขาก็ถูกลอบสังหารที่มอลตา บางกระแสระบุว่า ผู้ลอบสังหารหมอ Shaqaai คือ สายลับอิสราเอลหลังจากนั้น กลุ่มจิฮัด ก็มีผู้นำต่อๆ มาหลายรุ่น และแตกตัวออกมาจากกลุ่มที่เรียกตัวเองว่า Muslim Brotherhood หรือ กลุ่มภราดรภาพมุสลิมจิฮัด เป็นแขนงหนึ่งของกลุ่มติดอาวุธในปาเลสไตน์ ที่ต่อต้านกระบวนการสร้างสันติภาพกับอิสราเอล และพยายามทุกวิถีทางเพื่อก่อตั้งรัฐอิสลามในปาเลสไตน์ จะว่าไปแล้ว จิฮัด กับ ฮามาส ก็มีอุดมการณ์เดียวกัน แต่จิฮัดได้ชื่อว่ามีความโหดมากกว่า นอกจากนี้ ยังมักปะทะกับทางการปาเลสไตน์อยู่บ่อยครั้ง และทุกครั้งที่เห็นทางการปาเลสไตน์จะไปร่วมไม้ร่วมมือสร้างสันติภาพกับอิสราเอลจนถึงทุกวันนี้ ทั้งกลุ่มจิฮัด และฮามาส ล้วนแต่เป็นกองกำลังสำคัญในฉนวนกาซา และได้รับการสนับสนุนอย่างดียิ่งจาก 2 ชาติในตะวันออกกลาง คือ อิหร่าน กับ ซีเรีย คู่ปรับของอิสราเอล กลยุทธ์และการลงมือที่จิฮัดถนัด คือ ระเบิดฆ่าตัวตาย จ้วงแทง ยิงจรวดข้ามพื้นที่ โดยมักก่อเหตุในเขตเวสต์แบงก์ พื้นที่ส่วนหนึ่งในปาเลสไตน์ รวมถึงยิงจรวดข้ามฝั่งเข้าไปในอิสราเอล แต่สำหรับการกระทำอันไร้มนุษยธรรมครั้งนี้ กลุ่มนักรบจิฮัด ซึ่งถูกอิสราเอลเอ่ยอ้างถึง ยังไม่ออกมาปกป้องตัวเอง หรือแม้แต่จะยอมรับว่าเป็นฝีมือของฝ่ายตน. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanจิฮัดฉนวนกาซาถล่มโรงพยาบาลปาเลสไตน์แพะรับบาปข่าวที่เกี่ยวข้อง“โดนัลด์ ทรัมป์” ลั่นสหรัฐเข้าครองกาซา“มาริษ” นำ 5 ตัวประกัน กลับไทยพร้อมครอบครัวเสาร์นี้“วราวุธ” เผย พม. เตรียมส่ง จนท.เข้าพูดคุย 5 ครอบครัวคนไทย“มาริษ” เผยไม่หยุดช่วยเหลืออีก 1 ตัวประกันแรงงานไทยในกาซานายกฯ ยินดีหลังได้รับยืนยัน 5 คนไทยได้รับการปล่อยตัวจากกาซาแล้ว,https://tna.mcot.net/world-1258075
“ไบเดน” เตรียมเยือนอิสราเอล,17/10/2566,อิสราเอล 17 ต.ค. – ประธานาธิบดีโจ ไบเดน ผู้นำสหรัฐ มีแผนจะเดินทางเยือนอิสราเอล ในวันพรุ่งนี้ เพื่อแสดงการสนับสนุน ขณะที่อิสราเอลยังคงเดินหน้าโจมตีฉนวนกาซาอย่างหนัก ท่ามกลางวิกฤติด้านมนุษยธรรมในฉนวนกาซา ซึ่งเวลานี้หลายฝ่ายพยายามผลักดันให้มีการเปิดด่านพรมแดนด้านที่ติดกับอียิปต์. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanฉนวนกาซาผู้นำสหรัฐอิสราเอลไบเดนข่าวที่เกี่ยวข้องผู้กำกับสารคดียอดเยี่ยมที่คว้าออสการ์ วอนยุติสงครามกาซาอิสราเอลปิดกั้นความช่วยเหลือทั้งหมดไม่ให้เข้ากาซาฮามาสคืนร่างตัวประกันอิสราเอลอิสราเอลจัดพิธีศพตัวประกัน 3 แม่ลูกฮามาสจะไม่เจรจาถ้าอิสราเอลไม่ปล่อยนักโทษ,https://tna.mcot.net/top-stories-1257482
อียิปต์ยังไม่เปิดจุดผ่านแดนราฟาห์,16/10/2566,"อียิปต์ 16 ต.ค. – หลังจากเมื่อช่วงเช้ามีรายงานว่า อียิปต์จะเปิดจุดผ่านแดนราฟาห์เป็นการชั่วคราวในวันนี้ แต่จนถึงขณะนี้ก็ยังไม่มีการเปิดด่าน ขณะที่การสู้รบเข้าสู่วันที่ 10 คร่าชีวิตผู้คนไปแล้วกว่า 4,200 คน และไร้ที่อยู่อีกนับล้านคน. – สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมAreewanจุดผ่านแดนราฟาห์อียิปต์เปิดจุดผ่านแดนข่าวที่เกี่ยวข้องนักธุรกิจอียิปต์ผลิตรถยนต์ขับเคลื่อนในน้ำพาณิชย์ จับมืออียิปต์ ตั้งคณะกรรมการร่วมทางการค้า JTCหนุ่มอียิปต์ใช้เวลา 274 วัน ถึงญี่ปุ่นโดยไม่ขึ้นเครื่องบินฮามาส-ฟาตาห์ตกลงตั้งคณะกรรมการดูแลคนในกาซากต.ปลื้มนำ ‘มวยไทย’ สอนต่างชาติในงานฉลองความสัมพันธ์การทูต 70 ปี ไทย-อียิปต์",https://tna.mcot.net/world-1256819
อิสราเอลจ่อบุกกาซาทุกทิศทาง,15/10/2566,อิสราเอล 15 ต.ค.-อิสราเอลสั่งทหารแนวหน้าเตรียมพร้อม บุกถล่มกลุ่มฮามาสในฉนวนกาซา ทั้งภาคพื้นดิน ทางอากาศ และทางทะเล หลังประกาศเตือนชาวปาเลสไตน์กว่า 1.1 ล้านคน ทางตอนเหนือของกาซา อพยพลงใต้ สถานการณ์ส่อเค้ารุนแรงบานปลาย และลากยาว.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมChanakarn Rojnarakฉนวนกาซาบุกกาซาอิสราเอลข่าวที่เกี่ยวข้องผู้กำกับสารคดียอดเยี่ยมที่คว้าออสการ์ วอนยุติสงครามกาซาอิสราเอลปิดกั้นความช่วยเหลือทั้งหมดไม่ให้เข้ากาซาฮามาสคืนร่างตัวประกันอิสราเอลอิสราเอลจัดพิธีศพตัวประกัน 3 แม่ลูกฮามาสจะไม่เจรจาถ้าอิสราเอลไม่ปล่อยนักโทษ,https://tna.mcot.net/world-1256227
VOA ส่งตรงจากสหรัฐ : นิวยอร์ก จุดประท้วงสำคัญของผู้สนับสนุนอิสราเอล vs. ปาเลสไตน์,14/10/2566,สหรัฐ 14 ต.ค.-ผู้คนทั่วโลกมีปฏิกิริยาต่อความขัดแย้งที่ปะทุขึ้นระหว่างอิสราเอลและฮามาส หลังจากที่กลุ่มฮามาสในปาเลสไตน์บุกโจมตีอิสราเอลโดยไม่ทันตั้งตัวในวันเสาร์ที่ผ่านมา ซึ่งจุดหนึ่งที่เกิดการประท้วงเป็นวงกว้าง คือในนิวยอร์ก คุณคมสันต์​ ศรีธนวิบุญชัย มีรายงานมาจากสหรัฐอเมริกา.–สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมtipwan.bu@mcot.netVOAความขัดแย้งนิวยอร์กประท้วงปาเลสไตน์อิสราเอลฮามาสข่าวที่เกี่ยวข้องVOA ส่งตรงจากสหรัฐ : สำรวจผลกระทบ สหรัฐตัดงบช่วยเหลือในต่างประเทศVOA ส่งตรงจากสหรัฐ : ผลพวงนโยบายจัดการคนเข้าเมืองผิดกฎหมายของสหรัฐเปิดภาพรถจอดขวางหัวจ่ายน้ำดับเพลิงในเหตุไฟไหม้วัดไทยVOA ส่งตรงจากสหรัฐ : ร้านอาหารไทยกับผลกระทบไฟไหม้VOA ส่งตรงจากสหรัฐ : รมว.ต่างประเทศสหรัฐ คัดค้านแผนส่งตัวชาวอุยกูร์ของไทย,https://tna.mcot.net/world-1255866
สงครามตะวันออกกลาง คาดอิสราเอลเตรียมบุก,13/10/2566,13 ต.ค.-การสู้รบระหว่างอิสราเอลกับกองกำลังฮามาส ดำเนินมาจนถึงวันที่เจ็ดแล้ว วันนี้อิสราเอลมีคำสั่งให้พลเรือนทางตอนเหนือของฉนวนกาซากว่า 1 ล้าน คนอพยพลงไปทางใต้ คาดเตรียมเปิดฉากบุกโจมตีภาคพื้นดิน ไปติดตามจากรายงานพิเศษของฝ่ายข่าวต่างประเทศ สำนักข่าวไทย.–สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมtipwan.bu@mcot.netสงครามตะวันออกกลางอิสราเอลเตรียมบุกข่าวที่เกี่ยวข้องผู้กำกับสารคดียอดเยี่ยมที่คว้าออสการ์ วอนยุติสงครามกาซาอิสราเอลปิดกั้นความช่วยเหลือทั้งหมดไม่ให้เข้ากาซาฮามาสคืนร่างตัวประกันอิสราเอลอิสราเอลจัดพิธีศพตัวประกัน 3 แม่ลูกฮามาสจะไม่เจรจาถ้าอิสราเอลไม่ปล่อยนักโทษ,https://tna.mcot.net/top-stories-1255539
อิสราเอล-ฮามาส ตอบโต้กันไม่หยุด,12/10/2566,12 ต.ค. –สงครามระหว่างอิสราเอลกับกลุ่มฮามาส มีขึ้นเป็นวันที่หกแล้ว สถานการณ์ในฉนวนกาซาวิกฤติหนัก ไม่มีน้ำไม่มีไฟฟ้า ทั้งสองฝ่ายยังคงปฏิบัติการโจมตีตอบโต้กันไปมา ผู้นำอิสราเอลประกาศกร้าวสมาชิกกลุ่มฮามาสจะต้องถูกกำจัดให้สิ้นซาก.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมChanakarn Rojnarakฉนวนกาซาอิสราเอลฮามาสข่าวที่เกี่ยวข้องผู้กำกับสารคดียอดเยี่ยมที่คว้าออสการ์ วอนยุติสงครามกาซาอิสราเอลปิดกั้นความช่วยเหลือทั้งหมดไม่ให้เข้ากาซาฮามาสคืนร่างตัวประกันอิสราเอลอิสราเอลจัดพิธีศพตัวประกัน 3 แม่ลูกฮามาสจะไม่เจรจาถ้าอิสราเอลไม่ปล่อยนักโทษ,https://tna.mcot.net/world-1255024
