title,date,content,link
ไฟป่าชิลีคร่าชีวิตแล้ว 46 คน,04/02/2567,"ซันติอาโก 4 ก.พ.- ประธานาธิบดีกาเบรียล บอริกของชิลีแจ้งว่า เหตุไฟป่าที่กำลังโหมไหม้อยู่ทางตอนกลางของประเทศคร่าชีวิตประชาชนแล้ว 46 คน และมีแนวโน้มจะเพิ่มขึ้นปธน. กาเบรียล บอริกประธานาธิบดีบอริกประกาศสถานการณ์ฉุกเฉินเมื่อวันที่ 2 กุมภาพันธ์ เพื่อให้สามารถจัดส่งทรัพยากรที่จำเป็นทั้งหมดในการรับมือเหตุฉุกเฉินและช่วยเหลือผู้ประสบภัย เขาแถลงความคืบหน้าต่อประชาชนทั้งประเทศเมื่อวันที่ 3 กุมภาพันธ์ว่า ได้รับการยืนยันจากเจ้าหน้าที่ว่า มีคนเสียชีวิต 40 คนในช่วงที่เกิดไฟป่า และมีคนเสียชีวิตอีก 6 คนที่โรงพยาบาลอันเป็นผลจากการถูกไฟคลอก สภาพการณ์ของโศกนาฏกรรมครั้งนี้มีความเป็นไปได้สูงที่จะมีผู้เสียชีวิตเพิ่มขึ้น ข้อมูลของสำนักงานภัยพิบัติชิลีระบุว่า เป็นไฟป่าที่มีผู้เสียชีวิตมากที่สุดในรอบทศวรรษกลุ่มควันดำพวยพุ่งขึ้นจากหลายพื้นที่ของภูมิภาคบัลปาไรโซที่มีคนอาศัยอยู่เกือบล้านคน นักดับเพลิงใช้เฮลิคอปเตอร์และรถบรรทุกน้ำในการควบคุมไฟ ทางการชิลีเผยว่า พื้นที่รอบเมืองบิญญา เดล มาร์ ที่เป็นเมืองท่องเที่ยวริมชายฝั่ง เป็นจุดที่เสียหายหนักที่สุดแห่งหนึ่ง ทีมกู้ภัยพยายามเข้าถึงจุดที่ได้รับผลกระทบให้ครบทุกแห่ง กระทรวงมหาดไทยชิลีแถลงเมื่อวันก่อนที่ยอดผู้เสียชีวิตยังอยู่ที่ 19 คนว่า ชิลีมีไฟป่าที่กำลังโหมไหม้อยู่ 92 จุด กระทบพื้นที่มากกว่า 268,750 ไร่ สิ่งที่ทางการกังวลมากที่สุดคือ ไฟป่าบางจุดกำลังลามเข้าใกล้เขตเมือง เสี่ยงกระทบผู้คน สิ่งปลูกสร้าง และสาธารณูปโภคต่างๆชิลีเกิดไฟป่าในฤดูร้อนอยู่เสมอ และเมื่อปีที่แล้วที่เกิดคลื่นความร้อนมากเป็นประวัติการณ์ มีคนเสียชีวิตเพราะไฟป่า 27 คน กระทบพื้นที่มากกว่า 2.5 ล้านไร่.-814.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeชิลีสถานการณ์ฉุกเฉินไฟป่าข่าวที่เกี่ยวข้องไฟป่าครั้งเลวร้ายที่สุดในญี่ปุ่นในรอบหลายสิบปียังไม่สงบญี่ปุ่นเผชิญไฟป่าใหญ่ในรอบ 3 ทศวรรษไฟป่าในญี่ปุ่นเผาทำลายบ้านเรือน-ประชาชนหลายพันต้องอพยพไฟป่าเผาทำลายพื้นที่ในเมืองเมืองโอฟุนะโตะของญี่ปุ่นชิลีไฟฟ้าดับทั้งประเทศ",https://tna.mcot.net/world-1314156
VOA ส่งตรงจากสหรัฐ : นักธุรกิจอเมริกา มองนโยบายตีตลาดข้าวหอมมะลิ,03/02/2567,สหรัฐ 3 ก.พ.-นักธุรกิจกลุ่มผู้นำเข้าและกระจายสินค้าสินค้าในอเมริกา เตรียมเพิ่มยอดสั่งซื้อข้าวหอมมะลิคุณภาพสูงจากไทยมากขึ้น หลังเห็นแนวโน้มที่เเติบโตอย่างก้าวกระโดดในหลายรัฐทั่วอเมริกา คุณคมสัน ศรีธนวิบุญชัย ผู้สื่อข่าววีโอเอ ไทย ส่งรายงานมาจากสหรัฐ.–สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมtipwan.bu@mcot.netVOAตีตลาดข้าวหอมมะลินักธุรกิจอเมริกามองนโยบายข่าวที่เกี่ยวข้องVOA ส่งตรงจากสหรัฐ : สำรวจผลกระทบ สหรัฐตัดงบช่วยเหลือในต่างประเทศVOA ส่งตรงจากสหรัฐ : ผลพวงนโยบายจัดการคนเข้าเมืองผิดกฎหมายของสหรัฐVOA ส่งตรงจากสหรัฐ : ร้านอาหารไทยกับผลกระทบไฟไหม้VOA ส่งตรงจากสหรัฐ : รมว.ต่างประเทศสหรัฐ คัดค้านแผนส่งตัวชาวอุยกูร์ของไทยVOA ส่งตรงจากสหรัฐ : คำมั่นของผู้นำ และเสียงจาก ปชช. เมื่อ ‘ทรัมป์’ หวนคืนทำเนียบขาว,https://tna.mcot.net/world-1314032
รถบัส-รถรางเยอรมนีนัดหยุดงานเกือบทั้งประเทศ,02/02/2567,"เบอร์ลิน 2 ก.พ.- สถานีรถโดยสารและรถรางทั่วเยอรมนีหยุดให้บริการในวันนี้ เนื่องจากคนทำงานมากถึง 90,000 คนนัดหยุดงานเป็นเวลา 24 ชั่วโมง ส่งผลกระทบต่อผู้สัญจรหลายล้านคนการนัดหยุดงานดังกล่าวเป็นไปตามที่แวร์ดี (Verdi) ซึ่งเป็นสหภาพแรงงานใหญ่อันดับ 2 ของเยอรมนี เรียกร้องให้สมาชิกนัดหยุดงานทั่วเยอรมนี ยกเว้นรัฐบาวาเรีย และเป็นการเคลื่อนไหวด้านอุตสาหกรรมครั้งล่าสุดที่เกิดขึ้นกับภาคการคมนาคมของเยอรมนีในช่วงหลายสัปดาห์มานี้ แวร์ดีระบุในแถลงการณ์ว่า ข้อเรียกร้องหลักคือการปรับปรุงสภาพการทำงาน ส่วนการลดจำนวนชั่วโมงการทำงานและการเพิ่มสิทธิวันหยุดเป็นมาตรการที่ร้องขอส่วนเมื่อวานนี้เจ้าหน้าที่รักษาความปลอดภัยที่ท่าอากาศยาน 11 แห่งในเยอรมนีได้นัดหยุดงาน ส่งผลกระทบต่อผู้โดยสาร 200,000 คน เที่ยวบินถูกยกเลิกหรือล่าช้าประมาณ 1,100 เที่ยว และในวันนี้แวร์ดีขอให้สมาชิกที่เป็นพนักงานภาคพื้นดินนัดหยุดงานตั้งแต่เวลา 03:00-24:00 น.วันนี้ตามเวลาเยอรมนี แวร์ดีเรียกร้องขอขึ้นเงินเดือนและเงินชดเชยครั้งเดียว 3,000 ยูโร (ราว 115,160 บาท) เพื่อรับมือกับอัตราเงินเฟ้อที่ทำให้ค่าครองชีพสูงขึ้น.-814.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeท่าอากาศยานนัดหยุดงานรถรางรถโดยสารสหภาพแรงงานเยอรมนีข่าวที่เกี่ยวข้องแคนาดายืนยันรันเวย์แห้งในช่วงเครื่องบินลงจอดและหงายท้องเครื่องบินเฉี่ยวกันบนสนามบินสหรัฐสหรัฐจำกัดเที่ยวบิน ฮ.ใกล้สนามบินที่เกิดเหตุ ฮ.ชนเครื่องบินเหตุเครื่องบินชน ฮ. ในวอชิงตันตอกย้ำปัญหาน่านฟ้าแออัดพบดีเอ็นเอ “นกเป็ดน้ำ” ในเครื่องยนต์เชจูแอร์ชนที่สนามบิน",https://tna.mcot.net/world-1313579
เกษตรกรอียูจุดไฟเผาหน้ารัฐสภายุโรป,01/02/2567,"บรัสเซลส์ 1 ก.พ.- เกษตรกรจากหลายประเทศสมาชิกสหภาพยุโรปหรืออียู เผายางรถยนต์ กล่องกระดาษ และกองฟางหน้าอาคารรัฐสภายุโรปในกรุงบรัสเซลล์ของเบลเยียมในวันนี้ ก่อนที่จะมีการประชุมสุดยอดผู้นำสมาชิกอียูการเผาเกิดขึ้นที่จัตุรัสลักเซมเบิร์ก ซึ่งเป็นจุดที่เกษตรกรเดินทางมาจากประเทศสมาชิกอียูหลายประเทศ  ตำรวจต้องนำสายดับเพลิงมาฉีดน้ำดับไฟ เกษตรกรเหล่านี้ร้องเรียนว่า ได้รับค่าตอบแทนไม่เพียงพอ ถูกบีบคั้นจากภาษีและระเบียบด้านสิ่งแวดล้อม อีกทั้งยังเผชิญการแข่งขันอย่างไม่เป็นธรรมจากสินค้าเกษตรนำเข้าราคาถูกจากนอกกลลุ่มอียู ตำรวจเบลเยียมประเมินว่า เกษตรกรนำรถแทร็กเตอร์ประมาณ 1,000 คันมาปิดถนนสายหลักทั่วกรุงบรัสเซลส์ ซึ่งเป็นที่ตั้งของหน่วยงานหลักของอียูผู้นำสมาชิกอียูจะประชุมกันในเวลา 10:00 น.วันนี้ตามเวลาท้องถิ่น ตรงกับเวลา 16:00 น.วันนี้ตามเวลาไทยเพื่อหารือเรื่องการให้เงินสนับสนุนยูเครน โดยไม่มีเรื่องการช่วยเหลือเกษตรกรอยู่ในวาระการประชุม อย่างไรก็ดี คาดว่าที่ประชุมจะหยิบยกเรื่องนี้ขึ้นมาพูด.-814.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeบรัสเซลล์ประชุมสุดยอดรัฐสภายุโรปอียูเกษตรกรเบลเยียมข่าวที่เกี่ยวข้องปารีสรักษาความปลอดภัยเข้มประชุมสุดยอด AI โลกผู้ประท้วงเอเปคปะทะตำรวจเปรูผู้นำเวียดนามหารือความสัมพันธ์ทางเศรษฐกิจกับทรัมป์ผู้นำจีนหนุนการพัฒนาความร่วมมือบริกส์ที่เติบใหญ่ยิ่งขึ้น“ปูติน” เรียก “สี จิ้นผิง” ว่า “เพื่อนรัก” ในการประชุมสุดยอดผู้นำบริกส์",https://tna.mcot.net/world-1312927
อียูจะส่งกองเรือไปทะเลแดงภายในกลางเดือน ก.พ.,31/01/2567,บรัสเซลส์ 31 ม.ค.- นายโจเซฟ บอเรลล์ ผู้แทนระดับสูงด้านนโยบายต่างประเทศและความมั่นคงของสหภาพยุโรปหรืออียู (EU) เผยว่า สมาชิกอียูต้องการส่งกองเรือไปปฏิบัติภารกิจในทะเลแดงภายในกลางเดือนกุมภาพันธ์ เพื่อปกป้องเรือจากการถูกกลุ่มฮูตีในเยเมนโจมตีนายบอเรลล์เผยกับสื่อในวันนี้ก่อนที่จะมีการประชุมรัฐมนตรีกลาโหมอียูว่า สมาชิกอียูที่เต็มใจเข้าร่วมภารกิจนี้ไม่ได้มีครบทุกประเทศ แต่ก็ไม่มีประเทศใดคัดค้าน เขาหวังว่า อียูจะเริ่มภารกิจกองเรือในทะเลแดงได้ในวันที่ 17 กุมภาพันธ์ โดยในวันนี้จะมีการเลือกประเทศที่เป็นแกนนำ การกำหนดสถานที่ที่จะเป็นกองบัญชาการ การกำหนดประเทศที่จะเข้าร่วมและทรัพยากรที่จะนำมาเข้าร่วม ภารกิจของอียูจะมีชื่อว่า อาสพิเดส (Aspides) แปลว่าผู้ปกป้อง มีหน้าที่ปกป้องเรือพาณิชย์และสกัดการโจมตี แต่จะไม่เข้าร่วมการโจมตีฮูตีธงชาติสมาชิกอียูแหล่งข่าวทางการทูตเผยว่า ฝรั่งเศส กรีซ และอิตาลีได้แสดงความสนใจที่เป็นแกนนำภารกิจ และจนถึงขณะนี้มีสมาชิกอียู 7 ประเทศส่งสัญญาณแล้วว่าจะส่งทรัพยากรเข้าร่วม ส่วนกองบัญชาการจะอยู่ ณ สถานที่ที่อียูมีอยู่ในภูมิภาคตะวันออกกลาง เบื้องต้นจะมีเรือเข้าร่วม 3 ลำ เป็นเรือรบฝรั่งเศสและอิตาลีที่อยู่ในภูมิภาคอยู่แล้ว และเรือฟริเกตที่เยอรมนีจะส่งไปเข้าร่วมสหรัฐและอังกฤษได้ส่งกองเรือไปทะเลแดงตั้งแต่เดือนธันวาคม 2566 หลังจากฮูตีเริ่มโจมตีเรือพาณิชย์ทั้งและในรอบทะเลแดงตั้งแต่วันที่ 19 ตุลาคม 2566 โดยอ้างว่าเพื่อแสดงความเป็นหนึ่งเดียวกับชาวปาเลสไตน์ที่เผชิญสงครามกาซาตั้งแต่วันที่ 7 ตุลาคม 2566 จุดกระแสวิตกว่า สถานการณ์ความไม่ปลอดภัยในทะเลแดง ซึ่งเป็นเส้นทางเดินเรือพาณิชย์หลักเส้นทางหนึ่งของโลกจะกระทบต่อเศรษฐกิจโลก.-814.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeกองเรือทะเลแดงภารกิจสหภาพยุโรปอียูฮูตีเยเมนข่าวที่เกี่ยวข้องไต้หวันชี้จีนประจำการกองเรือมากจนน่ากังวลสหรัฐโจมตีคลังอาวุธฮูตีหลายแห่งในเยเมนสหรัฐ-อังกฤษร่วมกันโจมตีในเยเมนครั้งใหม่กลุ่มฮูตีโจมตีเรือบรรทุกน้ำมันในทะเลแดงฮูตีอ้างยิงโดรนสหรัฐตก,https://tna.mcot.net/world-1312436
สมเด็จพระราชาธิบดีมาเลเซียอำลาตำแหน่ง,30/01/2567,กัวลาลัมเปอร์ 30 ม.ค.- สมเด็จพระราชาธิบดีองค์ที่ 16 และสมเด็จพระราชินีของมาเลเซีย ทรงรับการถวายพิธีอำลาตำแหน่งที่ลานหน้ารัฐสภาในเช้าวันนี้ ก่อนที่สมเด็จพระราชาธิบดีองค์ใหม่จะขึ้นครองราชย์ต่อในวันพรุ่งนี้สำนักข่าวเบอร์นามาของมาเลเซียรายงานว่า สมเด็จพระราชาธิบดีอับดุลละฮ์แห่งปะหัง และสมเด็จพระราชินีเสด็จฯ โดยมีนายกรัฐมนตรีอันวาร์ อิบราฮิมและภริยา พร้อมทั้งรองนายกรัฐมนตรีทั้ง 2 คน รับเสด็จฯ จากนั้นทรงรับการถวายความเคารพจากกองทหารเกียรติยศ และมีการบรรเลงเพลงชาติโดยกองดุริยางค์ของกองทัพ ขณะเดียวกันมีการลดธงประจำพระองค์  ตามด้วยการยิงสลุต 21 นัด จากนั้นทรงตรวจแถวกองทหารเกียรติยศ และรับการถวายความเคารพและบรรเลงเพลงชาติเป็นครั้งที่ 2ทั้ง 2 พระองค์ทรงให้สมาชิกคณะรัฐมนตรี สมาชิกรัฐสภา หัวหน้าหน่วยงานราชการและนักการทูตต่างชาติถวายพระพรลา แล้วเดินทางไปยังท่าอากาศยานนานาชาติกัวลาลัมเปอร์ เพื่อประทับเครื่องบินพิเศษเสด็จฯ กลับรัฐปะหัง สมเด็จอับดุลละฮ์แห่งปะหังทรงดำรงตำแหน่งสมเด็จพระราชาธิบดีหรือยังดีเปอร์ตวนอากงองค์ที่ 16 ตั้งแต่วันที่ 31 มกราคม 2562 มีกำหนดเวลาครองราชย์ 5 ปี ตามระบอบกษัตริย์ของมาเลเซียที่จะให้สุลต่านของแต่ละรัฐจากทั้งหมด 9 รัฐหมุนเวียนกันเป็นสมเด็จพระราชาธิบดี.-814.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeครองราชย์มาเลเซียสมเด็จพระราชาธิบดีสมเด็จพระราชินีอำลาตำแหน่งข่าวที่เกี่ยวข้องไฟไหม้ใหญ่หมู่บ้านริมน้ำในมาเลเซียฟื้นภารกิจค้นหาเครื่องบินมาเลเซีย แอร์ไลน์เที่ยวบินเอ็มเอข 370เลขาฯสภาความมั่นคงรัสเซียเยือนมาเลเซีย-อินโดนีเซียก.คมนาคม เปิดแผนพัฒนาคมนาคมเชื่อมหาดใหญ่ – มาเลเซีย“อนุกูล” ลงพื้นที่ปาดังเบซาร์ ดูรถไฟรางคู่ ปลุกกระแสท่องเที่ยวทางราง,https://tna.mcot.net/world-1311746
ปากีสถาน-อิหร่านตกลงร่วมมือหลังยิงจรวดใส่กัน,29/01/2567,อิสลามาบัด 29 ม.ค.- ปากีสถานและอิหร่านตกลงจะขยายความร่วมมือด้านความมั่นคงเพื่อปรับปรุงความสัมพันธ์ หลังจากทั้ง 2 ฝ่ายยิงขีปนาวุธไปยังดินแดนอีกฝ่าย โดยระบุว่ายิงเป้าหมายที่เป็นกองกำลังติดอาวุธนายจาลิล อับบาส จีลานี รักษารัฐมนตรีต่างประเทศปากีสถานกล่าวระหว่างแถลงข่าวร่วมกับนายฮอสเซน อามีร์ อับดุลลาเฮียน รัฐมนตรีต่างประเทศอิหร่านที่กรุงอิสลามาบัดของปากีสถานในวันนี้ว่า ทั้ง 2 ประเทศที่เป็นเพื่อนบ้านกันสามารถแก้ไขความเข้าใจผิดได้ค่อนข้างรวดเร็ว และเห็นพ้องกันเรื่องปราบปรามการก่อการร้ายในประเทศของตนเองและทำให้เพื่อนบ้านคลายความกังวล ขณะที่นายอับดุลลาเฮียนกล่าวว่า ทั้ง 2 ประเทศมีความเข้าใจอันดีต่อกัน และไม่เคยมีความขัดแย้งทางดินแดนหรือทำสงครามระหว่างกัน พร้อมเผยว่า ประธานาธิบดีเอบราฮิม ไรซีของอิหร่านจะเยือนปากีสถานในเร็ว ๆ นี้ปากึสถานถล่มหมู่บ้านอิหร่านความสัมพันธ์ระหว่างปากีสถานและอิหร่านตึงเครียดขึ้น เมื่ออิหร่านระดมยิงขีปนาวุธและส่งฝูงโดรนโจมตีแคว้นบาโลชิสถาน ทางตะวันตกเฉียงใต้ของปากีสถานเมื่อวันที่ 16 มกราคม โดยระบุว่าต้องการจัดการกองกำลังติดอาวุธเจเอเอ (JAA) ในแคว้นนี้ ปากีสถานตอบโต้ในอีก 2 วันต่อมาด้วยการใช้ปฏิบัติการโจมตีทางอากาศกับจังหวัดซีสถานและบาโลชิสถาน ทางตะวันออกเฉียงใต้ของอิหร่านที่ติดกับพรมแดนปากีสถาน โดยระบุว่าเป้าหมายคือแนวร่วมปลดแอกบาลูชกับกองทัพปลดแอกบาโลชิสถาน อิหร่านอ้างว่า ปฏิบัติการของปากีสถานทำให้ชาวบ้านถูกสังหาร 9 คน โดยเป็นเด็ก 4 คน ขณะที่ปากีสถานอ้างว่า ปฏิบัติการของอิหร่านทำให้เด็กถูกสังหาร 2 คน.-814.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeกองกำลังติดอาวุธขีปนาวุธปากีสถานอิหร่านข่าวที่เกี่ยวข้องผู้นำเกาหลีเหนือสั่งการให้เตรียมพร้อมด้านนิวเคลียร์นิวซีแลนด์แจ้งจีนว่ากังวลที่มาซ้อมรบใกล้ยูเครนชี้ขีปนาวุธเกาหลีเหนือแม่นยำมากขึ้นรถแก๊สระเบิดในปากีสถานเกาหลีเหนือยิงขีปนาวุธ-ขู่ตอบโต้สหรัฐอย่างแข็งกร้าว,https://tna.mcot.net/world-1311097
เปิดปูมหน่วยงานยูเอ็นที่ถูกกล่าวหาว่า พนง.พัวพันฮามาส,28/01/2567,"สหประชาชาติ 28 ม.ค.- องค์กรบรรเทาทุกข์และจัดหางานแห่งสหประชาชาติสำหรับผู้ลี้ภัยชาวปาเลสไตน์ในตะวันออกใกล้หรือยูเอ็นอาร์ดับเบิลยูเอ (UNRWA) ซึ่งเป็นหน่วยงานหลักที่ดูแลคนในกาซา กำลังถูกหลายประเทศระงับการให้เงินสนับสนุน หลังจากอิสราเอลกล่าวหาว่า พนักงานขององค์กรพัวพันกับเหตุฮามาสบุกโจมตีอิสราเอลสหประชาชาติหรือยูเอ็น (UN) ก่อตั้งยูเอ็นอาร์ดับเบิลยูเอในปี 2492 หลังจากเกิดสงครามอาหรับ-อิสราเอลปี 2491 เพื่อจัดสรรความช่วยเหลือด้านมนุษยธรรมให้แก่ชาวปาเลสไตน์พลัดถิ่น องค์กรให้คำนิยามผู้ลี้ภัยชาวปาเลสไตน์ว่า หมายถึงผู้ที่อาศัยอยู่ในดินแดนที่เป็นปาเลสไตน์ระหว่างวันที่ 1 มิถุนายน 2489 – 15 พฤษภาคม 2491 และผู้ที่สูญเสียทั้งบ้านและวิถีชีวิตอันเป็นผลจากสงครามปี 2491 ปัจจุบันจำนวนคนที่เข้าคำนิยามมีทั้งหมด 5 ล้าน 9 แสนคน ขณะที่อิสราเอลไม่ยอมให้ชาวปาเลสไตน์พลัดถิ่นกลับมายังบ้านเกิด โดยอ้างว่าจะทำให้คุณลักษณะความเป็นยิวของอิสราเอลเปลี่ยนแปลงไปผู้พลัดถิ่นในกาซาสมัชชายูเอ็นหรือยูเอ็นจีเอ (UNGA) ซึ่งเป็นที่ประชุมออกเสียงของสมาชิกยูเอ็นทุกประเทศ ได้ออกเสียงต่ออายุการทำงานของยูเอ็นอาร์ดับเบิลยูเอมาโดยตลอด องค์กรมีสำนักงานใหญ่อยู่ในกรุงอัมมานของจอร์แดนและกาซา ทำงานใน 5 พื้นที่คือ จอร์แดน เลบานอน ซีเรีย ฉนวนกาซาและเวสต์แบงก์ที่รวมถึงเยรูซาเล็มตะวันออก ดูแลเรื่องการศึกษา สาธารณสุข ที่ตั้งค่ายผู้ลี้ภัย บริการทางสังคม และความช่วยเหลือฉุกเฉิน ซึ่งรวมถึงช่วงเวลาที่เกิดความขัดแย้ง จ้างงานคนในกาซาประมาณ 13,000 คน องค์กรเผยว่า มีพนักงานอย่างน้อย 152 คนถูกสังหารในสงครามอิสราเอล-ฮามาสที่ดำเนินมาตั้งแต่เดือนตุลาคม 2566อิสราเอลกล่าวหาว่า พนักงานขององค์กรพัวพันกับเหตุฮามาสข้ามพรมแดนเข้ามาโจมตีอิสราเอลเมื่อวันที่ 7 ตุลาคม 2566 แต่ไม่ได้ระบุรายละเอียดชัดเจน หรือจำนวนคนที่เกี่ยวข้อง ผู้บริหารของยูเอ็นอาร์ดับเบิลยูเอแถลงว่า ได้รับข้อมูลเรื่องมีพนักงานถูกกล่าวหาว่าพัวพันหลายคน จึงได้ยุติสัญญาจ้างพนักงานเหล่านี้ทันทีและเปิดการสอบสวนหาความจริง เพื่อให้องค์กรสามารถให้ความช่วยเหลือด้านมนุษยธรรมในกาซาได้ต่อไป.-814.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมWatchareeUNRWAกาซาปาเลสไตน์พนักงานพลัดถิ่นยูเอ็นอิสราเอลฮามาสข่าวที่เกี่ยวข้องผู้กำกับสารคดียอดเยี่ยมที่คว้าออสการ์ วอนยุติสงครามกาซาอิสราเอลปิดกั้นความช่วยเหลือทั้งหมดไม่ให้เข้ากาซากาซาในฝันของ “ทรัมป์”ฮามาสคืนร่างตัวประกันอิสราเอลฮามาสจะไม่เจรจาถ้าอิสราเอลไม่ปล่อยนักโทษ",https://tna.mcot.net/world-1310528
สายการบินเริ่มให้บริการไปยังสนามบินในเขตแผ่นดินไหวญี่ปุ่น,27/01/2567,โตเกียว 27 ม.ค. – สายการบินออล นิปปอน แอร์เวย์ เริ่มกลับไปให้บริการเที่ยวบินไป-กลับ ที่สนามบินในจังหวัดอิชิกาวะ ที่เกิดแผ่นดินไหวเมื่อเกือบ 1 เดือนก่อนแล้ว โดยแผ่นดินไหวขนาด 7.6 ที่เกิดขึ้นในวันขึ้นปีใหม่ ทำให้ทางวิ่งของสนามบินได้รับความเสียหายสำนักข่าวเกียวโด ของญี่ปุ่นรายงานว่า เที่ยวบินปกติระหว่างสนามบินโนโตะ ของเมืองวาจิมะ ในจังหวัดอิชิกาวะ กับสนามบินฮาเนดะ ในกรุงโตเกียวจะจำกัดแค่ไป-กลับ วันละ 1 เที่ยว เฉพาะวันอังคาร พฤหัสดบดีและเสาร์ ไปตลอดเดือนกุมภาพันธ์ แต่ก็หวังว่า จะสามารถช่วยให้เจ้าหน้าที่อาสาสมัครสามารถเดินทางไปยังพื้นที่แผ่นดินไหวเพื่อช่วยในการฟื้นฟูจากภัยพิบัติครั้งนี้ ที่ทำให้มีผู้เสียชีวิตมากกว่า 230 รายก่อนเกิดแผ่นดินไหวที่คาบสมุทรโนโตะ บนชายฝั่งทะเลญี่ปุ่น สนามบินที่นี่มีเที่ยวบินไป-กลับ วันละ 2 เที่ยวระหว่างสนามบินโนโตะกับสนามบินฮาเนดะ แต่สนามบินต้องระงับบริการหลังจากพบว่า เกิดรอยแยกลึก 10 เซนติเมตรเป็นระยะทาง 10 เมตรที่บริเวณทางวิ่ง หลังจากที่เกิดแผ่นดินไหวแล้ว หลังจากมีการซ่อมแซมเป็นการชั่วคราว สนามบินก็เปิดทางวิ่งรับเครื่องบินของกองกำลังป้องกันตนเองในวันที่ 11 มกราคมและ ตัดสินใจขยายบริการไปครอบคลุมเที่ยวบินพาณิชย์หลังจากเสร็จสิ้นการซ่อมแซมฟื้นฟูทางวิ่งเรียบร้อยแล้ว.-813.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมSurat Boromsukญี่ปุ่นทางวิ่งเที่ยวบินแผ่นดินไหวข่าวที่เกี่ยวข้องไฟป่าครั้งเลวร้ายที่สุดในญี่ปุ่นในรอบหลายสิบปียังไม่สงบญี่ปุ่นเตรียมดำเนินคดีสมาชิกแก๊งสแกมเมอร์ญี่ปุ่นเผชิญไฟป่าใหญ่ในรอบ 3 ทศวรรษไฟป่าในญี่ปุ่นเผาทำลายบ้านเรือน-ประชาชนหลายพันต้องอพยพไฟป่าเผาทำลายพื้นที่ในเมืองเมืองโอฟุนะโตะของญี่ปุ่น,https://tna.mcot.net/world-1310168
เผย “หวัง อี้”  จะระบุจุดยืนจีนในความสัมพันธ์กับสหรัฐและไต้หวัน,26/01/2567,"ปักกิ่ง 26 ม.ค. – กระทรวงต่างประเทศจีนกล่าววันนี้ว่า นายหวัง อี้ รัฐมนตรีต่างประเทศจีน จะแถลงถึงจุดยืนของจีนในประเด็นทางการทูตต่าง ๆ เช่น ความสัมพันธ์ระหว่างจีนกับสหรัฐและประเด็นเรื่องไต้หวันในระหว่างที่เขาพบกับนายเจค ซัลลิแวน ที่ปรึกษาด้านความมั่นคงแห่งชาติของสหรัฐที่กรุงเทพในช่วงสุดสัปดาห์นี้โฆษกกระทรวงต่างประเทศจีน แถลงข่าวประจำสัปดาห์ตามปกติในวันนี้ว่า นายหวังและนายซัลลิแวน จะแยกเปลี่ยนความเห็นในประเด็นอื่น ๆ ที่มีความเกี่ยวข้องร่วมกันอีกด้วยการพบหารือระหว่างเจ้าหน้าที่ระดับสูงของทั้งสองประเทศมีขึ้นในวันศุกร์และวันเสาร์นี้ที่กรุงเทพ ซึ่งเป็นเวลาไม่ถึงสองเดือนหลังจากที่ประธานาธิบดีโจ ไบเดน ของสหรัฐกับประธานาธิบดีสี จิ้นผิง ของจีน พบหารือกันเป็นเวลาประมาณ 4 ชั่วโมง นอกรอบการประชุมสุดยอดผู้นำกลุ่มความร่วมมือทางเศรษฐกิจในภูมิภาคเอเชีนแปซิฟิก หรือ เอเปก ที่นครซานฟรานซิสโก ของสหรัฐ ในระหว่างที่มีการพูดคุยกันนั้น นายไบเดนและนายสี ได้เห็นพ้องที่จะเปิดสายด่วนระหว่างประธานธิบดี รื้อฟื้นการสื่อสารระหว่างกองทัพกับกองทัพของทั้งสองประเทศและทำงานร่วมกันพื่อควบคุมการผลิตยาแก้ปวดเฟนทานิล ที่ถูกนำไปใช้เป็นยาเสพติด แต่ทั้งสองประเทศยังมีความเห็นไม่ตรงกันในเรื่องไต้หวัน.-813.-สำนักข่าวไทยFacebookFacebookXTwitterLINELineดูข่าวเพิ่มเติมSurat Boromsukกรุงเทพจีนซัลลิแวนสหรัฐหวัง อี้ข่าวที่เกี่ยวข้องหลากประเด็นน่าจับตาใน ‘ประชุมสองสภา’ ของจีนกระแส “ดีพซีค” สะท้อนเทคโนโลยีจีนครอบคลุมทั่วถึงจีนคุมเข้มความปลอดภัยก่อน “การประชุมสองสภา”สำรวจสินค้าเกษตรสหรัฐที่จีนจะขึ้นภาษีตอบโต้“นาจา 2” กวาดรายได้ทะลุ 2,000 ล้านดอลลาร์",https://tna.mcot.net/world-1309848
